donor_code,donor_name,recipient_code,recipient_name,aidtype_code,aid_type,flow_type_code,flow_type_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,13.391478,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,34.68397,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,34.174433,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,2052.764036,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,80.952195,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,3398.932066,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,4.215521,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1965,6.675985,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,41.182697,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,566.107254,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,26.001818,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,3028.518054,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,512.555245,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,306.057971,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,21.465667,6,USD,constant,ONE.10.206_106,2025-07-18
9,Portugal,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,37.187451,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,1751.058031,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,149.586951,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,3073.077721,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,5.784516,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1966,8.547527,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,40.056696,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,581.268044,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,35.467215,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,4552.037583,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,537.006192,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,734.149915,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,118.608173,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,26.443466,6,USD,constant,ONE.10.206_106,2025-07-18
9,Portugal,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,77.026736,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,34.946194,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,1599.422531,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,156.186031,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,2138.160648,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,7.893699,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1967,8.569688,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,1.148816,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,552.252097,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,67.473922,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,2940.649091,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,542.342396,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,794.180423,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,14.293863,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,99.294391,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,118.682475,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,91.723874,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,1504.037451,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,189.525006,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,1863.651931,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,13.614333,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1968,10.505348,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,38.971001,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,585.816358,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,147.789853,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,3135.997334,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,576.092486,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,280.367476,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,38.158966,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,87.659979,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,158.033568,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,112.590652,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,1237.480743,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,199.234352,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,1759.840441,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,26.443222,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1969,7.039257,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,9.477568,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,619.442774,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,173.682769,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,2974.804872,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,961.034222,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,376.251174,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,119.407928,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,67.278622,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,130.936426,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,93.334687,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,1065.076564,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,315.747705,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,1538.35718,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,51.46721,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1970,12.667103,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,41.350095,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,633.924919,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,147.661489,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,2962.133399,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,928.797418,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,308.015132,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,141.688156,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,80.336742,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,127.497929,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,62.60766,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,981.986192,6,USD,constant,ONE.10.206_106,2025-07-18
18,Finland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,12.85021,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,479.439159,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,1798.469917,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,71.876167,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1971,10.11566,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,6.999353,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,684.890678,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,155.479782,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,2932.5158,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,778.256168,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,18.410319,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,220.129764,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,98.31083,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,190.432186,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,74.64884,6,USD,constant,ONE.10.206_106,2025-07-18
12,United Kingdom,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,829.267031,6,USD,constant,ONE.10.206_106,2025-07-18
18,Finland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,29.343976,6,USD,constant,ONE.10.206_106,2025-07-18
301,Canada,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,604.817191,6,USD,constant,ONE.10.206_106,2025-07-18
302,United States,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,1303.967542,6,USD,constant,ONE.10.206_106,2025-07-18
701,Japan,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,25.501293,6,USD,constant,ONE.10.206_106,2025-07-18
801,Australia,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,9.889146,6,USD,constant,ONE.10.206_106,2025-07-18
820,New Zealand,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1972,0.842335,6,USD,constant,ONE.10.206_106,2025-07-18
1,Austria,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,7.945762,6,USD,constant,ONE.10.206_106,2025-07-18
2,Belgium,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,688.271257,6,USD,constant,ONE.10.206_106,2025-07-18
3,Denmark,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,205.147542,6,USD,constant,ONE.10.206_106,2025-07-18
4,France,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,2683.031117,6,USD,constant,ONE.10.206_106,2025-07-18
5,Germany,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,977.972364,6,USD,constant,ONE.10.206_106,2025-07-18
6,Italy,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,274.523755,6,USD,constant,ONE.10.206_106,2025-07-18
7,Netherlands,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,232.907664,6,USD,constant,ONE.10.206_106,2025-07-18
8,Norway,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,127.793961,6,USD,constant,ONE.10.206_106,2025-07-18
10,Sweden,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,305.003649,6,USD,constant,ONE.10.206_106,2025-07-18
11,Switzerland,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1973,106.054593,6,USD,constant,ONE.10.206_106,2025-07-18
