donor_code,donor_name,recipient_code,recipient_name,aidtype_code,aid_type,flow_type_code,flow_type_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1976,15770.722073,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1977,18031.334351,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1978,20347.128724,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1979,20225.119641,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1980,23895.673402,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1981,23839.788772,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1982,25741.907717,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1983,25010.6727,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1984,27944.05913,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1985,27902.464821,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1986,28383.850145,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1987,28187.26916,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1988,23395.847233,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1989,30505.391098,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1990,33864.171536,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1991,32667.271519,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1992,32922.276696,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1993,28607.190844,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1994,28069.152376,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1995,22988.288141,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1996,22955.863371,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1997,22603.736528,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1998,22536.910336,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,1999,23324.509977,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2000,25822.74783,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2001,27056.588519,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2002,31551.226117,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2003,37795.581612,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2004,38733.124185,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2005,44544.532105,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2006,55825.96591,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2007,43587.387034,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2008,46909.936142,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2009,49067.497896,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2010,51049.019151,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2011,51096.169141,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2012,50108.915889,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2013,49659.346915,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2014,49954.979745,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2015,49239.222601,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2016,53071.585627,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2017,55484.30616,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2018,55144.14335,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2019,54316.514762,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2020,59884.51309,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2021,65063.297833,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2022,56099.520812,6,USD,constant,ONE.10.206_106,2025-07-18
20001,DAC countries,10001,Africa,206106,Bilateral plus imputed multilateral,D,Disbursements,2023,59754.035573,6,USD,constant,ONE.10.206_106,2025-07-18
